1000, 0.01876, 0.0001
2000, 0.00662, 0.0001
3000, 0.00549, 0.0001
4000, 0.00497, 0.0001
5000, 0.00460, 0.0001
6000, 0.00433, 0.0001
7000, 0.00418, 0.0001
8000, 0.00376, 5e-05
9000, 0.00332, 5e-05
10000, 0.00337, 5e-05
